Sherwood number,Power number,Membrane area list,cp (TDS) list,Pressure drop list,K (TDS) list,f list,Re list,Sh (TDS) list,Pn list,Telescoping potential list,Inlet velocity list,Outlet velocity list,Number of pressure vessels list
44.721359549995796,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.2508930786936618, 1.1425674078071717, 1.0704646750474591]","[-86322.89590447067, -115475.3478707236, -82014.64863163477]","[7.28460947041762e-05, 7.234075540988111e-05, 7.204933448607149e-05]","[1.5134461980759117, 3.140043955227431, 1.0001373742516386]","[276.43717887784527, 200.15520148294476, 253.19275728789057]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[1930697.72888325, 1930697.7288832502, 1930697.7288832497]","[0.14387149317411776, 0.1924589131178727, 0.13669108105272465]","[0.2500000014139874, 0.17429580506630027, 0.19041999872216078]","[0.1161972033775335, 0.09520999936108039, 0.15004162057060264]","[180.0, 120.0, 60.0]"
44.721359549995796,2682695.7952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.2555351785879452, 1.1391753136936345, 1.065205548026801]","[-121871.78531966635, -163625.55709669975, -114483.49986097684]","[7.283663284730336e-05, 7.232466577251135e-05, 7.204547455181288e-05]","[2.213467153349138, 4.600907310457815, 1.4057354513276317]","[274.4540774895898, 196.32591838779726, 250.94576607308687]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[2682695.7952797273, 2682695.7952797282, 2682695.7952797264]","[0.20311964219944392, 0.27270926182783295, 0.19080583310162805]","[0.2500000014139874, 0.17103947227092348, 0.18750810147765432]","[0.1140263148472823, 0.09375405073882716, 0.1500416142691411]","[180.0, 120.0, 60.0]"
44.721359549995796,3727593.720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.2623080345870101, 1.134190769634108, 1.057788442752169]","[-173399.71871330295, -233962.64982171197, -160126.43849838892]","[7.282243548471756e-05, 7.230103328912337e-05, 7.203998994017639e-05]","[3.3192914039972976, 6.9076176713190005, 1.9861212880973724]","[271.5691530758349, 190.82198818497164, 247.76472587597607]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[3727593.7203149386, 3727593.720314938, 3727593.720314939]","[0.28899953118883825, 0.3899377497028533, 0.26687739749731487]","[0.2500000014139874, 0.16632016902196747, 0.18337766267029712]","[0.11088011268131165, 0.09168883133514856, 0.15004160482561216]","[180.0, 120.0, 60.0]"
44.721359549995796,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.2724237569320014, 1.1266635210490663, 1.047275905084792]","[-249873.39667625085, -339326.8299402617, -224634.6233404437]","[7.280031548042177e-05, 7.226548000141545e-05, 7.203214795366035e-05]","[5.186547886527309, 10.772877923144982, 2.8285153177319855]","[267.27690890635205, 182.7899142274137, 243.23367344877758]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[5179474.679231212, 5179474.679231213, 5179474.679231212]","[0.41645566112708476, 0.5655447165671028, 0.3743910389007395]","[0.2500000014139874, 0.15934267041460715, 0.1774753129885855]","[0.1062284469430714, 0.08873765649429274, 0.15004159017402627]","[180.0, 120.0, 60.0]"
44.721359549995796,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.288056475877522, 1.1148053481403464, 1.0323990195311832]","[-368274.3977988847, -503695.42305046134, -316502.3003777718]","[7.276378797026886e-05, 7.221038876613036e-05, 7.202100860435928e-05]","[8.71669445111748, 17.868344574257573, 4.07689837765262]","[260.67376990435116, 170.8482281915488, 236.79131018939864]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[7196856.730011512, 7196856.730011512, 7196856.730011514]","[0.6137906629981411, 0.8394923717507689, 0.527503833962953]","[0.2500000014139874, 0.14873260649315762, 0.1690246098244608]","[0.0991550709954384, 0.0845123049122304, 0.1500415663589469]","[180.0, 120.0, 60.0]"
44.721359549995796,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.312052486092807, 1.0955152273258422, 1.0138247467500792]","[-564265.0621644572, -770892.8610164612, -446948.3584732684]","[7.270134398034073e-05, 7.212958591064367e-05, 7.200850328350925e-05]","[16.598995006211567, 32.08536619940727, 5.918459161600637]","[250.54204495309114, 153.94588053885263, 228.95549242450778]","[44.721359549995796, 44.721359549995796, 44.721359549995796]","[10000000.0, 9999999.999999998, 10000000.000000004]","[0.9404417702740954, 1.2848214350274354, 0.7449139307887807]","[0.2500000014139874, 0.13289576744733606, 0.158314040057935]","[0.08859717829822403, 0.0791570200289675, 0.15004152984337063]","[180.0, 120.0, 60.0]"
55.39182980610754,100000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.18983687828859, 1.119874815118584, 1.0660695167996117]","[-4313.500384096302, -5728.1980867246475, -4205.397348478128]","[9.025314240079893e-05, 8.964481643537166e-05, 8.925071303307157e-05]","[0.06988571096082125, 0.14467071239042395, 0.050533871789121325]","[281.054664625508, 208.9491398418007, 258.2704306850112]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[99999.9999999998, 99999.99999999901, 99999.99999999991]","[0.00718916730682717, 0.009546996811207745, 0.007008995580796879]","[0.2500000014139874, 0.1818267932213828, 0.19702009557854316]","[0.12121786214758855, 0.09851004778927158, 0.1500416483247897]","[180.0, 120.0, 60.0]"
55.39182980610754,138949.5494373139,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1900094411537865, 1.1197486277845727, 1.0658526892634803]","[-5997.993831193427, -7966.777833477979, -5844.714671328257]","[9.025261348642894e-05, 8.964387219104394e-05, 8.925047010231962e-05]","[0.0973350249025236, 0.20153415116361634, 0.07025559348689628]","[280.95885541609533, 208.75869901151324, 258.1550318411271]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[138949.5494373137, 138949.549437313, 138949.54943731375]","[0.009996656385322378, 0.013277963055796631, 0.009741191118880428]","[0.2500000014139874, 0.18166787943086837, 0.19687108344733992]","[0.1211119196205789, 0.09843554172366996, 0.15004164804185713]","[180.0, 120.0, 60.0]"
55.39182980610754,193069.77288832495,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1902497462292323, 1.1195728250861938, 1.065551167604358]","[-8342.722873412557, -11084.280188538796, -8123.785229443011]","[9.025187597091851e-05, 8.964255662229382e-05, 8.925013215225239e-05]","[0.13569163637004344, 0.28103015529771624, 0.09769536220163477]","[280.8254493570175, 208.493657016869, 257.99453461181236]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[193069.77288832478, 193069.7728883241, 193069.77288832486]","[0.013904538122354261, 0.018473800314231327, 0.013539642049071684]","[0.2500000014139874, 0.1814466358799811, 0.19666381776585262]","[0.12096442391998741, 0.09833190888292631, 0.15004164764734237]","[180.0, 120.0, 60.0]"
55.39182980610754,268269.57952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.1905846780599054, 1.119327642414151, 1.0651317383915184]","[-11608.75041120078, -15429.649272348212, -11292.95857606541]","[9.0250846154536e-05, 8.964072176207737e-05, 8.924966180046603e-05]","[0.18940937430654342, 0.3924340674175374, 0.13589369332416423]","[280.6395390565308, 208.12455714222833, 257.771231979292]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[268269.57952797273, 268269.57952797273, 268269.57952797273]","[0.0193479173520013, 0.025716082120580352, 0.018821597626775686]","[0.2500000014139874, 0.18113837705579816, 0.1963754086157758]","[0.12075891803719876, 0.0981877043078879, 0.15004164709648007]","[180.0, 120.0, 60.0]"
55.39182980610754,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1910520678996188, 1.1189851975187675, 1.064548039608602]","[-16162.554683450704, -21494.04088985784, -15701.19614934101]","[9.024940538963992e-05, 8.963815883945356e-05, 8.92490067547209e-05]","[0.26487590800305044, 0.5490778388076274, 0.18910800056339078]","[280.3801596711833, 207.6100903249178, 257.4603871655436]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[372759.3720314937, 372759.3720314931, 372759.3720314937]","[0.026937591139084505, 0.0358234014830964, 0.026168660248901687]","[0.2500000014139874, 0.18070841422161185, 0.19597386191684715]","[0.12047227614774123, 0.09798693095842358, 0.15004164632582195]","[180.0, 120.0, 60.0]"
55.39182980610754,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.1917054181491795, 1.1185059206525367, 1.0637352381566845]","[-22520.734426931915, -29972.335829961725, -21835.530086180235]","[9.024738416829362e-05, 8.963457153369914e-05, 8.924809367611329e-05]","[0.371365086720691, 0.7703707082259914, 0.26331804593192615]","[280.0176858888845, 206.89211406110718, 257.0273695845099]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[517947.4679231212, 517947.4679231211, 517947.46792312124]","[0.03753455737821986, 0.04995389304993621, 0.036392550143633726]","[0.2500000014139874, 0.1801077835191325, 0.1954143543022835]","[0.12007185567942166, 0.09770717715114174, 0.15004164524474276]","[180.0, 120.0, 60.0]"
55.39182980610754,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1926209280335063, 1.1178331832293344, 1.062602440858886]","[-31415.82752466949, -41854.768697165, -30376.910363430583]","[9.024453766562567e-05, 8.962953576651433e-05, 8.924681933880647e-05]","[0.5225705562030846, 1.0850662999859995, 0.3669594729057012]","[279.5099707183096, 205.88837128033464, 256.4235543498563]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[719685.6730011514, 719685.6730011514, 719685.6730011513]","[0.05235971254111582, 0.06975794782860834, 0.05062818393905097]","[0.2500000014139874, 0.17926693555510112, 0.19463388454717684]","[0.1195112903700674, 0.09731694227358842, 0.1500416437224048]","[180.0, 120.0, 60.0]"
55.39182980610754,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1939082040944315, 1.1168849841242647, 1.0610217664804167]","[-43895.47843257201, -58566.96471430946, -42279.84577936712]","[9.024050685018933e-05, 8.962243761237108e-05, 8.924503773278557e-05]","[0.7391901941192144, 1.5367807613493054, 0.5120067167579607]","[278.79647693245585, 204.4816421805997, 255.58038552695757]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[999999.9999999984, 1000000.0000000014, 1000000.0000000002]","[0.07315913072095336, 0.09761160785718244, 0.07046640963227851]","[0.2500000014139874, 0.17808619907035517, 0.19354349918792446]","[0.1187241327135701, 0.09677174959396223, 0.15004164156708324]","[180.0, 120.0, 60.0]"
55.39182980610754,1389495.494373136,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.1957271401898548, 1.1155405923142157, 1.058812398546465]","[-61476.794616151805, -82191.49412863396, -58887.21158381677]","[9.023475386863294e-05, 8.961237404771214e-05, 8.924254094079602e-05]","[1.0535361220810842, 2.193821591019985, 0.715610261945117]","[277.78905949363406, 202.50315792100145, 254.4006519551113]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[1389495.4943731362, 1389495.4943731357, 1389495.4943731357]","[0.102461324360253, 0.1369858235477233, 0.09814535263969461]","[0.2500000014139874, 0.17642091970404036, 0.1920168049540645]","[0.11761394646936021, 0.09600840247703225, 0.15004163849196747]","[180.0, 120.0, 60.0]"
55.39182980610754,1930697.7288832497,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.19831571974816, 1.1136180129226403, 1.0557169080206845]","[-86397.92731505833, -115835.03223167289, -82098.35660415456]","[9.022644849748465e-05, 8.959798723064333e-05, 8.923903023494036e-05]","[1.5183629302241872, 3.167858887267038, 1.0026552328031648]","[276.3568353241827, 199.70634688682355, 252.7454222700544]","[55.39182980610754, 55.39182980610754, 55.39182980610754]","[1930697.72888325, 1930697.7288832497, 1930697.72888325]","[0.1439965455250972, 0.19305838705278816, 0.1368305943402576]","[0.2500000014139874, 0.17405732900565488, 0.1898726305947611]","[0.11603821933710322, 0.09493631529738054, 0.15004163405552873]","[180.0, 120.0, 60.0]"
